"District","FIPS","Year","Variable","Measure Type","Value"
"Explorations District","","2016-2017","Chronically Absent Students","Percent","28.8"
"Fairfield School District","900126620","2011-2012","Chronically Absent Students","Percent","5.2"
"Fairfield School District","900126620","2012-2013","Chronically Absent Students","Percent","3.4"
"Fairfield School District","900126620","2013-2014","Chronically Absent Students","Percent","3.6"
"Fairfield School District","900126620","2014-2015","Chronically Absent Students","Percent","3.7"
"Fairfield School District","900126620","2015-2016","Chronically Absent Students","Percent","3.8"
"Fairfield School District","900126620","2016-2017","Chronically Absent Students","Percent","5.2"
"Farmington School District","900327600","2011-2012","Chronically Absent Students","Percent","5.5"
"Farmington School District","900327600","2012-2013","Chronically Absent Students","Percent","6.9"
"Farmington School District","900327600","2013-2014","Chronically Absent Students","Percent","6.4"
"Farmington School District","900327600","2014-2015","Chronically Absent Students","Percent","5.8"
"Farmington School District","900327600","2015-2016","Chronically Absent Students","Percent","4.5"
"Farmington School District","900327600","2016-2017","Chronically Absent Students","Percent","4.5"
"Franklin School District","","2011-2012","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2012-2013","Chronically Absent Students","Percent","8.3"
"Franklin School District","","2013-2014","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2014-2015","Chronically Absent Students","Percent","4.3"
"Franklin School District","","2015-2016","Chronically Absent Students","Percent","-9999"
"Franklin School District","","2016-2017","Chronically Absent Students","Percent","6.0"
"Glastonbury School District","900331240","2011-2012","Chronically Absent Students","Percent","3.4"
"Glastonbury School District","900331240","2012-2013","Chronically Absent Students","Percent","3.3"
"Glastonbury School District","900331240","2013-2014","Chronically Absent Students","Percent","2.8"
"Glastonbury School District","900331240","2014-2015","Chronically Absent Students","Percent","3.0"
"Glastonbury School District","900331240","2015-2016","Chronically Absent Students","Percent","2.7"
"Glastonbury School District","900331240","2016-2017","Chronically Absent Students","Percent","3.3"
"Granby School District","900332640","2011-2012","Chronically Absent Students","Percent","4.6"
"Granby School District","900332640","2012-2013","Chronically Absent Students","Percent","4.7"
"Granby School District","900332640","2013-2014","Chronically Absent Students","Percent","5.0"
"Granby School District","900332640","2014-2015","Chronically Absent Students","Percent","4.7"
"Granby School District","900332640","2015-2016","Chronically Absent Students","Percent","5.1"
"Granby School District","900332640","2016-2017","Chronically Absent Students","Percent","5.4"
"Great Oaks Charter School Bridgeport","","2011-2012","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2012-2013","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2013-2014","Chronically Absent Students","Percent","-6666"
"Great Oaks Charter School Bridgeport","","2014-2015","Chronically Absent Students","Percent","21.1"
"Great Oaks Charter School Bridgeport","","2015-2016","Chronically Absent Students","Percent","15.1"
"Great Oaks Charter School Bridgeport","","2016-2017","Chronically Absent Students","Percent","11.0"
"Greenwich School District","900133620","2011-2012","Chronically Absent Students","Percent","5.7"
"Greenwich School District","900133620","2012-2013","Chronically Absent Students","Percent","8.0"
"Greenwich School District","900133620","2013-2014","Chronically Absent Students","Percent","4.7"
"Greenwich School District","900133620","2014-2015","Chronically Absent Students","Percent","3.2"
"Greenwich School District","900133620","2015-2016","Chronically Absent Students","Percent","3.8"
"Greenwich School District","900133620","2016-2017","Chronically Absent Students","Percent","3.9"
"Griswold School District","901133900","2011-2012","Chronically Absent Students","Percent","11.5"
"Griswold School District","901133900","2012-2013","Chronically Absent Students","Percent","10.6"
"Griswold School District","901133900","2013-2014","Chronically Absent Students","Percent","10.6"
"Griswold School District","901133900","2014-2015","Chronically Absent Students","Percent","10.4"
"Griswold School District","901133900","2015-2016","Chronically Absent Students","Percent","9.1"
"Griswold School District","901133900","2016-2017","Chronically Absent Students","Percent","10.1"
"Groton School District","901134250","2011-2012","Chronically Absent Students","Percent","13.4"
"Groton School District","901134250","2012-2013","Chronically Absent Students","Percent","12.4"
"Groton School District","901134250","2013-2014","Chronically Absent Students","Percent","11.8"
"Groton School District","901134250","2014-2015","Chronically Absent Students","Percent","11.4"
"Groton School District","901134250","2015-2016","Chronically Absent Students","Percent","11.1"
"Groton School District","901134250","2016-2017","Chronically Absent Students","Percent","11.3"
"Guilford School District","900934950","2011-2012","Chronically Absent Students","Percent","6.3"
"Guilford School District","900934950","2012-2013","Chronically Absent Students","Percent","7.0"
"Guilford School District","900934950","2013-2014","Chronically Absent Students","Percent","5.9"
"Guilford School District","900934950","2014-2015","Chronically Absent Students","Percent","4.9"
"Guilford School District","900934950","2015-2016","Chronically Absent Students","Percent","4.6"
"Guilford School District","900934950","2016-2017","Chronically Absent Students","Percent","4.1"
"Hamden School District","900935650","2011-2012","Chronically Absent Students","Percent","13.1"
"Hamden School District","900935650","2012-2013","Chronically Absent Students","Percent","15.1"
"Hamden School District","900935650","2013-2014","Chronically Absent Students","Percent","14.4"
"Hamden School District","900935650","2014-2015","Chronically Absent Students","Percent","14.7"
"Hamden School District","900935650","2015-2016","Chronically Absent Students","Percent","18.4"
"Hamden School District","900935650","2016-2017","Chronically Absent Students","Percent","12.7"
"Hampton School District","","2011-2012","Chronically Absent Students","Percent","5.8"
"Hampton School District","","2012-2013","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2013-2014","Chronically Absent Students","Percent","-9999"
"Hampton School District","","2014-2015","Chronically Absent Students","Percent","6.8"
"Hampton School District","","2015-2016","Chronically Absent Students","Percent","7.9"
"Hampton School District","","2016-2017","Chronically Absent Students","Percent","6.9"
"Hartford School District","900337070","2011-2012","Chronically Absent Students","Percent","26.0"
"Hartford School District","900337070","2012-2013","Chronically Absent Students","Percent","24.9"
"Hartford School District","900337070","2013-2014","Chronically Absent Students","Percent","26.6"
"Hartford School District","900337070","2014-2015","Chronically Absent Students","Percent","25.7"
"Hartford School District","900337070","2015-2016","Chronically Absent Students","Percent","22.4"
"Hartford School District","900337070","2016-2017","Chronically Absent Students","Percent","22.1"
"Hartland School District","","2011-2012","Chronically Absent Students","Percent","3.3"
"Hartland School District","","2012-2013","Chronically Absent Students","Percent","5.6"
"Hartland School District","","2013-2014","Chronically Absent Students","Percent","5.1"
"Hartland School District","","2014-2015","Chronically Absent Students","Percent","3.2"
"Hartland School District","","2015-2016","Chronically Absent Students","Percent","-9999"
"Hartland School District","","2016-2017","Chronically Absent Students","Percent","-9999"
"Hebron School District","","2011-2012","Chronically Absent Students","Percent","3.7"
"Hebron School District","","2012-2013","Chronically Absent Students","Percent","3.5"
"Hebron School District","","2013-2014","Chronically Absent Students","Percent","2.1"
"Hebron School District","","2014-2015","Chronically Absent Students","Percent","2.2"
"Hebron School District","","2015-2016","Chronically Absent Students","Percent","1.6"
"Hebron School District","","2016-2017","Chronically Absent Students","Percent","2.0"
"Highville Charter School District","","2011-2012","Chronically Absent Students","Percent","4.4"
"Highville Charter School District","","2012-2013","Chronically Absent Students","Percent","5.7"
"Highville Charter School District","","2013-2014","Chronically Absent Students","Percent","2.9"
"Highville Charter School District","","2014-2015","Chronically Absent Students","Percent","6.6"
"Highville Charter School District","","2015-2016","Chronically Absent Students","Percent","7.0"
"Highville Charter School District","","2016-2017","Chronically Absent Students","Percent","8.6"
"Integrated Day Charter School District","","2011-2012","Chronically Absent Students","Percent","6.8"
"Integrated Day Charter School District","","2012-2013","Chronically Absent Students","Percent","7.6"
"Integrated Day Charter School District","","2013-2014","Chronically Absent Students","Percent","6.1"
"Integrated Day Charter School District","","2014-2015","Chronically Absent Students","Percent","5.4"
"Integrated Day Charter School District","","2015-2016","Chronically Absent Students","Percent","4.4"
"Integrated Day Charter School District","","2016-2017","Chronically Absent Students","Percent","5.8"
"Interdistrict School for Arts and Communication District","","2011-2012","Chronically Absent Students","Percent","8.8"
"Interdistrict School for Arts and Communication District","","2012-2013","Chronically Absent Students","Percent","9.7"
"Interdistrict School for Arts and Communication District","","2013-2014","Chronically Absent Students","Percent","11.2"
"Interdistrict School for Arts and Communication District","","2014-2015","Chronically Absent Students","Percent","12.3"
"Interdistrict School for Arts and Communication District","","2015-2016","Chronically Absent Students","Percent","7.3"
"Interdistrict School for Arts and Communication District","","2016-2017","Chronically Absent Students","Percent","7.7"
"Jumoke Academy District","","2011-2012","Chronically Absent Students","Percent","2.5"
"Jumoke Academy District","","2012-2013","Chronically Absent Students","Percent","6.1"
"Jumoke Academy District","","2013-2014","Chronically Absent Students","Percent","6.2"
"Jumoke Academy District","","2014-2015","Chronically Absent Students","Percent","7.9"
"Jumoke Academy District","","2015-2016","Chronically Absent Students","Percent","6.3"
"Jumoke Academy District","","2016-2017","Chronically Absent Students","Percent","14.0"
"Kent School District","","2011-2012","Chronically Absent Students","Percent","6.8"
"Kent School District","","2012-2013","Chronically Absent Students","Percent","4.2"
"Kent School District","","2013-2014","Chronically Absent Students","Percent","2.7"
"Kent School District","","2014-2015","Chronically Absent Students","Percent","2.5"
"Kent School District","","2015-2016","Chronically Absent Students","Percent","2.6"
"Kent School District","","2016-2017","Chronically Absent Students","Percent","4.4"
"Killingly School District","901540500","2011-2012","Chronically Absent Students","Percent","14.2"
"Killingly School District","901540500","2012-2013","Chronically Absent Students","Percent","16.2"
"Killingly School District","901540500","2013-2014","Chronically Absent Students","Percent","12.8"
"Killingly School District","901540500","2014-2015","Chronically Absent Students","Percent","9.7"
"Killingly School District","901540500","2015-2016","Chronically Absent Students","Percent","11.3"
"Killingly School District","901540500","2016-2017","Chronically Absent Students","Percent","14.9"
"LEARN","","2011-2012","Chronically Absent Students","Percent","14.5"
"LEARN","","2012-2013","Chronically Absent Students","Percent","31.7"
"LEARN","","2013-2014","Chronically Absent Students","Percent","16.2"
"LEARN","","2014-2015","Chronically Absent Students","Percent","16.0"
"LEARN","","2015-2016","Chronically Absent Students","Percent","10.2"
"LEARN","","2016-2017","Chronically Absent Students","Percent","16.3"
"Lebanon School District","901142390","2011-2012","Chronically Absent Students","Percent","9.9"
"Lebanon School District","901142390","2012-2013","Chronically Absent Students","Percent","12.8"
"Lebanon School District","901142390","2013-2014","Chronically Absent Students","Percent","7.7"
"Lebanon School District","901142390","2014-2015","Chronically Absent Students","Percent","7.6"
"Lebanon School District","901142390","2015-2016","Chronically Absent Students","Percent","6.5"
"Lebanon School District","901142390","2016-2017","Chronically Absent Students","Percent","7.2"
"Ledyard School District","901142600","2011-2012","Chronically Absent Students","Percent","8.2"
"Ledyard School District","901142600","2012-2013","Chronically Absent Students","Percent","8.4"
"Ledyard School District","901142600","2013-2014","Chronically Absent Students","Percent","5.6"
"Ledyard School District","901142600","2014-2015","Chronically Absent Students","Percent","3.6"
"Ledyard School District","901142600","2015-2016","Chronically Absent Students","Percent","7.2"
"Ledyard School District","901142600","2016-2017","Chronically Absent Students","Percent","5.5"
"Lisbon School District","","2011-2012","Chronically Absent Students","Percent","6.1"
"Lisbon School District","","2012-2013","Chronically Absent Students","Percent","7.8"
"Lisbon School District","","2013-2014","Chronically Absent Students","Percent","4.5"
"Lisbon School District","","2014-2015","Chronically Absent Students","Percent","6.5"
"Lisbon School District","","2015-2016","Chronically Absent Students","Percent","5.0"
"Lisbon School District","","2016-2017","Chronically Absent Students","Percent","8.0"
"Litchfield School District","900543370","2011-2012","Chronically Absent Students","Percent","6.8"
"Litchfield School District","900543370","2012-2013","Chronically Absent Students","Percent","7.9"
"Litchfield School District","900543370","2013-2014","Chronically Absent Students","Percent","7.4"
"Litchfield School District","900543370","2014-2015","Chronically Absent Students","Percent","6.3"
"Litchfield School District","900543370","2015-2016","Chronically Absent Students","Percent","9.2"
"Litchfield School District","900543370","2016-2017","Chronically Absent Students","Percent","9.7"
"Madison School District","900944560","2011-2012","Chronically Absent Students","Percent","4.1"
"Madison School District","900944560","2012-2013","Chronically Absent Students","Percent","3.6"
"Madison School District","900944560","2013-2014","Chronically Absent Students","Percent","2.3"
"Madison School District","900944560","2014-2015","Chronically Absent Students","Percent","2.9"
"Madison School District","900944560","2015-2016","Chronically Absent Students","Percent","1.9"
"Madison School District","900944560","2016-2017","Chronically Absent Students","Percent","3.3"
"Manchester School District","900344700","2011-2012","Chronically Absent Students","Percent","21.1"
"Manchester School District","900344700","2012-2013","Chronically Absent Students","Percent","13.3"
"Manchester School District","900344700","2013-2014","Chronically Absent Students","Percent","12.4"
"Manchester School District","900344700","2014-2015","Chronically Absent Students","Percent","13.3"
"Manchester School District","900344700","2015-2016","Chronically Absent Students","Percent","14.4"
"Manchester School District","900344700","2016-2017","Chronically Absent Students","Percent","16.9"
"Mansfield School District","","2011-2012","Chronically Absent Students","Percent","5.1"
"Mansfield School District","","2012-2013","Chronically Absent Students","Percent","6.0"
"Mansfield School District","","2013-2014","Chronically Absent Students","Percent","4.1"
"Mansfield School District","","2014-2015","Chronically Absent Students","Percent","4.8"
"Mansfield School District","","2015-2016","Chronically Absent Students","Percent","5.0"
"Mansfield School District","","2016-2017","Chronically Absent Students","Percent","4.4"
"Marlborough School District","","2011-2012","Chronically Absent Students","Percent","4.1"
"Marlborough School District","","2012-2013","Chronically Absent Students","Percent","3.6"
"Marlborough School District","","2013-2014","Chronically Absent Students","Percent","2.0"
"Marlborough School District","","2014-2015","Chronically Absent Students","Percent","5.0"
"Marlborough School District","","2015-2016","Chronically Absent Students","Percent","3.6"
"Marlborough School District","","2016-2017","Chronically Absent Students","Percent","5.0"
"Meriden School District","900946520","2011-2012","Chronically Absent Students","Percent","12.2"
"Meriden School District","900946520","2012-2013","Chronically Absent Students","Percent","16.2"
"Meriden School District","900946520","2013-2014","Chronically Absent Students","Percent","15.4"
"Meriden School District","900946520","2014-2015","Chronically Absent Students","Percent","16.6"
"Meriden School District","900946520","2015-2016","Chronically Absent Students","Percent","12.7"
"Meriden School District","900946520","2016-2017","Chronically Absent Students","Percent","15.4"
"Middletown School District","900747360","2011-2012","Chronically Absent Students","Percent","11.5"
"Middletown School District","900747360","2012-2013","Chronically Absent Students","Percent","11.2"
"Middletown School District","900747360","2013-2014","Chronically Absent Students","Percent","10.1"
"Middletown School District","900747360","2014-2015","Chronically Absent Students","Percent","9.5"
"Middletown School District","900747360","2015-2016","Chronically Absent Students","Percent","9.1"
"Middletown School District","900747360","2016-2017","Chronically Absent Students","Percent","9.1"
"Milford School District","900947535","2011-2012","Chronically Absent Students","Percent","10.4"
"Milford School District","900947535","2012-2013","Chronically Absent Students","Percent","12.8"
"Milford School District","900947535","2013-2014","Chronically Absent Students","Percent","10.7"
"Milford School District","900947535","2014-2015","Chronically Absent Students","Percent","8.5"
"Milford School District","900947535","2015-2016","Chronically Absent Students","Percent","7.3"
"Milford School District","900947535","2016-2017","Chronically Absent Students","Percent","7.6"
"Monroe School District","900148620","2011-2012","Chronically Absent Students","Percent","6.3"
"Monroe School District","900148620","2012-2013","Chronically Absent Students","Percent","6.1"
"Monroe School District","900148620","2013-2014","Chronically Absent Students","Percent","3.9"
"Monroe School District","900148620","2014-2015","Chronically Absent Students","Percent","2.8"
"Monroe School District","900148620","2015-2016","Chronically Absent Students","Percent","2.6"
"Monroe School District","900148620","2016-2017","Chronically Absent Students","Percent","2.7"
"Montville School District","901148900","2011-2012","Chronically Absent Students","Percent","8.2"
"Montville School District","901148900","2012-2013","Chronically Absent Students","Percent","6.9"
"Montville School District","901148900","2013-2014","Chronically Absent Students","Percent","7.0"
"Montville School District","901148900","2014-2015","Chronically Absent Students","Percent","6.5"
"Montville School District","901148900","2015-2016","Chronically Absent Students","Percent","6.5"
"Montville School District","901148900","2016-2017","Chronically Absent Students","Percent","6.0"
"Naugatuck School District","900949950","2011-2012","Chronically Absent Students","Percent","12.7"
"Naugatuck School District","900949950","2012-2013","Chronically Absent Students","Percent","13.9"
"Naugatuck School District","900949950","2013-2014","Chronically Absent Students","Percent","13.6"
"Naugatuck School District","900949950","2014-2015","Chronically Absent Students","Percent","11.0"
"Naugatuck School District","900949950","2015-2016","Chronically Absent Students","Percent","11.3"
"Naugatuck School District","900949950","2016-2017","Chronically Absent Students","Percent","11.3"
"New Beginnings Inc. Family Academy District","","2011-2012","Chronically Absent Students","Percent","8.1"
"New Beginnings Inc. Family Academy District","","2012-2013","Chronically Absent Students","Percent","9.3"
"New Beginnings Inc. Family Academy District","","2013-2014","Chronically Absent Students","Percent","9.8"
"New Beginnings Inc. Family Academy District","","2014-2015","Chronically Absent Students","Percent","17.1"
"New Beginnings Inc. Family Academy District","","2015-2016","Chronically Absent Students","Percent","7.4"
"New Beginnings Inc. Family Academy District","","2016-2017","Chronically Absent Students","Percent","10.3"
"New Britain School District","900350440","2011-2012","Chronically Absent Students","Percent","26.6"
"New Britain School District","900350440","2012-2013","Chronically Absent Students","Percent","24.6"
"New Britain School District","900350440","2013-2014","Chronically Absent Students","Percent","19.2"
"New Britain School District","900350440","2014-2015","Chronically Absent Students","Percent","20.7"
"New Britain School District","900350440","2015-2016","Chronically Absent Students","Percent","18.0"
"New Britain School District","900350440","2016-2017","Chronically Absent Students","Percent","20.1"
"New Canaan School District","900150580","2011-2012","Chronically Absent Students","Percent","9.1"
"New Canaan School District","900150580","2012-2013","Chronically Absent Students","Percent","4.3"
"New Canaan School District","900150580","2013-2014","Chronically Absent Students","Percent","2.7"
"New Canaan School District","900150580","2014-2015","Chronically Absent Students","Percent","2.8"
"New Canaan School District","900150580","2015-2016","Chronically Absent Students","Percent","2.4"
"New Canaan School District","900150580","2016-2017","Chronically Absent Students","Percent","4.0"
"New Fairfield School District","900150860","2011-2012","Chronically Absent Students","Percent","7.9"
"New Fairfield School District","900150860","2012-2013","Chronically Absent Students","Percent","6.0"
"New Fairfield School District","900150860","2013-2014","Chronically Absent Students","Percent","4.5"
"New Fairfield School District","900150860","2014-2015","Chronically Absent Students","Percent","2.9"
"New Fairfield School District","900150860","2015-2016","Chronically Absent Students","Percent","3.1"
"New Fairfield School District","900150860","2016-2017","Chronically Absent Students","Percent","2.7"
"New Hartford School District","","2011-2012","Chronically Absent Students","Percent","4.8"
"New Hartford School District","","2012-2013","Chronically Absent Students","Percent","4.4"
"New Hartford School District","","2013-2014","Chronically Absent Students","Percent","5.5"
"New Hartford School District","","2014-2015","Chronically Absent Students","Percent","2.7"
"New Hartford School District","","2015-2016","Chronically Absent Students","Percent","3.6"
"New Hartford School District","","2016-2017","Chronically Absent Students","Percent","3.0"
"New Haven School District","900952070","2011-2012","Chronically Absent Students","Percent","20.2"
"New Haven School District","900952070","2012-2013","Chronically Absent Students","Percent","16.1"
"New Haven School District","900952070","2013-2014","Chronically Absent Students","Percent","24.7"
"New Haven School District","900952070","2014-2015","Chronically Absent Students","Percent","25.6"
"New Haven School District","900952070","2015-2016","Chronically Absent Students","Percent","19.9"
"New Haven School District","900952070","2016-2017","Chronically Absent Students","Percent","18.3"
"Newington School District","900352140","2011-2012","Chronically Absent Students","Percent","4.8"
"Newington School District","900352140","2012-2013","Chronically Absent Students","Percent","3.6"
"Newington School District","900352140","2013-2014","Chronically Absent Students","Percent","7.1"
"Newington School District","900352140","2014-2015","Chronically Absent Students","Percent","6.5"
"Newington School District","900352140","2015-2016","Chronically Absent Students","Percent","5.0"
"Newington School District","900352140","2016-2017","Chronically Absent Students","Percent","6.4"
"New London School District","901152350","2011-2012","Chronically Absent Students","Percent","25.8"
"New London School District","901152350","2012-2013","Chronically Absent Students","Percent","19.6"
"New London School District","901152350","2013-2014","Chronically Absent Students","Percent","22.1"
"New London School District","901152350","2014-2015","Chronically Absent Students","Percent","17.8"
"New London School District","901152350","2015-2016","Chronically Absent Students","Percent","17.6"
"New London School District","901152350","2016-2017","Chronically Absent Students","Percent","16.3"
"New Milford School District","900552630","2011-2012","Chronically Absent Students","Percent","10.4"
"New Milford School District","900552630","2012-2013","Chronically Absent Students","Percent","9.5"
"New Milford School District","900552630","2013-2014","Chronically Absent Students","Percent","8.8"
"New Milford School District","900552630","2014-2015","Chronically Absent Students","Percent","6.4"
"New Milford School District","900552630","2015-2016","Chronically Absent Students","Percent","5.6"
"New Milford School District","900552630","2016-2017","Chronically Absent Students","Percent","6.7"
"Newtown School District","900152980","2011-2012","Chronically Absent Students","Percent","2.7"
"Newtown School District","900152980","2012-2013","Chronically Absent Students","Percent","5.0"
"Newtown School District","900152980","2013-2014","Chronically Absent Students","Percent","4.4"
"Newtown School District","900152980","2014-2015","Chronically Absent Students","Percent","3.7"
"Newtown School District","900152980","2015-2016","Chronically Absent Students","Percent","4.5"
"Newtown School District","900152980","2016-2017","Chronically Absent Students","Percent","4.0"
"Norfolk School District","","2011-2012","Chronically Absent Students","Percent","10.7"
"Norfolk School District","","2012-2013","Chronically Absent Students","Percent","12.3"
"Norfolk School District","","2013-2014","Chronically Absent Students","Percent","5.6"
"Norfolk School District","","2014-2015","Chronically Absent Students","Percent","-9999"
"Norfolk School District","","2015-2016","Chronically Absent Students","Percent","-9999"
"Norfolk School District","","2016-2017","Chronically Absent Students","Percent","-9999"
"North Branford School District","900953890","2011-2012","Chronically Absent Students","Percent","15.2"
"North Branford School District","900953890","2012-2013","Chronically Absent Students","Percent","14.5"
"North Branford School District","900953890","2013-2014","Chronically Absent Students","Percent","5.2"
"North Branford School District","900953890","2014-2015","Chronically Absent Students","Percent","4.0"
"North Branford School District","900953890","2015-2016","Chronically Absent Students","Percent","4.9"
"North Branford School District","900953890","2016-2017","Chronically Absent Students","Percent","4.8"
"North Canaan School District","","2011-2012","Chronically Absent Students","Percent","12.8"
"North Canaan School District","","2012-2013","Chronically Absent Students","Percent","14.8"
"North Canaan School District","","2013-2014","Chronically Absent Students","Percent","6.1"
"North Canaan School District","","2014-2015","Chronically Absent Students","Percent","6.0"
"North Canaan School District","","2015-2016","Chronically Absent Students","Percent","5.7"
"North Canaan School District","","2016-2017","Chronically Absent Students","Percent","4.6"
"North Haven School District","900954870","2011-2012","Chronically Absent Students","Percent","7.4"
"North Haven School District","900954870","2012-2013","Chronically Absent Students","Percent","9.9"
"North Haven School District","900954870","2013-2014","Chronically Absent Students","Percent","8.9"
"North Haven School District","900954870","2014-2015","Chronically Absent Students","Percent","17.5"
"North Haven School District","900954870","2015-2016","Chronically Absent Students","Percent","4.1"
"North Haven School District","900954870","2016-2017","Chronically Absent Students","Percent","4.2"
"North Stonington School District","901155500","2011-2012","Chronically Absent Students","Percent","9.4"
"North Stonington School District","901155500","2012-2013","Chronically Absent Students","Percent","11.3"
"North Stonington School District","901155500","2013-2014","Chronically Absent Students","Percent","7.1"
"North Stonington School District","901155500","2014-2015","Chronically Absent Students","Percent","1.8"
"North Stonington School District","901155500","2015-2016","Chronically Absent Students","Percent","4.3"
"North Stonington School District","901155500","2016-2017","Chronically Absent Students","Percent","7.7"
"Norwalk School District","900156060","2011-2012","Chronically Absent Students","Percent","11.6"
"Norwalk School District","900156060","2012-2013","Chronically Absent Students","Percent","11.6"
"Norwalk School District","900156060","2013-2014","Chronically Absent Students","Percent","10.8"
"Norwalk School District","900156060","2014-2015","Chronically Absent Students","Percent","8.3"
"Norwalk School District","900156060","2015-2016","Chronically Absent Students","Percent","10.2"
"Norwalk School District","900156060","2016-2017","Chronically Absent Students","Percent","8.5"
"Norwich Free Academy District","","2011-2012","Chronically Absent Students","Percent","10.7"
"Norwich Free Academy District","","2012-2013","Chronically Absent Students","Percent","11.5"
"Norwich Free Academy District","","2013-2014","Chronically Absent Students","Percent","31.0"
"Norwich Free Academy District","","2014-2015","Chronically Absent Students","Percent","15.2"
"Norwich Free Academy District","","2015-2016","Chronically Absent Students","Percent","10.9"
"Norwich Free Academy District","","2016-2017","Chronically Absent Students","Percent","14.7"
"Norwich School District","901156270","2011-2012","Chronically Absent Students","Percent","14.4"
"Norwich School District","901156270","2012-2013","Chronically Absent Students","Percent","13.5"
"Norwich School District","901156270","2013-2014","Chronically Absent Students","Percent","14.9"
"Norwich School District","901156270","2014-2015","Chronically Absent Students","Percent","13.4"
"Norwich School District","901156270","2015-2016","Chronically Absent Students","Percent","9.7"
"Norwich School District","901156270","2016-2017","Chronically Absent Students","Percent","12.3"
"Odyssey Community School District","","2011-2012","Chronically Absent Students","Percent","8.9"
"Odyssey Community School District","","2012-2013","Chronically Absent Students","Percent","9.4"
"Odyssey Community School District","","2013-2014","Chronically Absent Students","Percent","11.7"
"Odyssey Community School District","","2014-2015","Chronically Absent Students","Percent","7.2"
"Odyssey Community School District","","2015-2016","Chronically Absent Students","Percent","4.3"
"Odyssey Community School District","","2016-2017","Chronically Absent Students","Percent","7.3"
"Old Saybrook School District","900757320","2011-2012","Chronically Absent Students","Percent","15.9"
"Old Saybrook School District","900757320","2012-2013","Chronically Absent Students","Percent","16.2"
"Old Saybrook School District","900757320","2013-2014","Chronically Absent Students","Percent","6.1"
"Old Saybrook School District","900757320","2014-2015","Chronically Absent Students","Percent","11.7"
"Old Saybrook School District","900757320","2015-2016","Chronically Absent Students","Percent","6.4"
"Old Saybrook School District","900757320","2016-2017","Chronically Absent Students","Percent","5.2"
"Orange School District","","2011-2012","Chronically Absent Students","Percent","4.0"
"Orange School District","","2012-2013","Chronically Absent Students","Percent","4.6"
"Orange School District","","2013-2014","Chronically Absent Students","Percent","4.9"
"Orange School District","","2014-2015","Chronically Absent Students","Percent","3.1"
"Orange School District","","2015-2016","Chronically Absent Students","Percent","3.2"
"Orange School District","","2016-2017","Chronically Absent Students","Percent","3.7"
"Oxford School District","900958300","2011-2012","Chronically Absent Students","Percent","6.0"
"Oxford School District","900958300","2012-2013","Chronically Absent Students","Percent","8.1"
"Oxford School District","900958300","2013-2014","Chronically Absent Students","Percent","8.1"
"Oxford School District","900958300","2014-2015","Chronically Absent Students","Percent","7.3"
"Oxford School District","900958300","2015-2016","Chronically Absent Students","Percent","6.8"
"Oxford School District","900958300","2016-2017","Chronically Absent Students","Percent","8.9"
"Park City Prep Charter School District","","2011-2012","Chronically Absent Students","Percent","9.1"
"Park City Prep Charter School District","","2012-2013","Chronically Absent Students","Percent","4.9"
"Park City Prep Charter School District","","2013-2014","Chronically Absent Students","Percent","6.3"
"Park City Prep Charter School District","","2014-2015","Chronically Absent Students","Percent","8.1"
"Park City Prep Charter School District","","2015-2016","Chronically Absent Students","Percent","6.3"
"Park City Prep Charter School District","","2016-2017","Chronically Absent Students","Percent","5.2"
"Path Academy District","","2011-2012","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2012-2013","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2013-2014","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2014-2015","Chronically Absent Students","Percent","82.8"
"Path Academy District","","2015-2016","Chronically Absent Students","Percent","100.0"
"Path Academy District","","2016-2017","Chronically Absent Students","Percent","100.0"
"Plainfield School District","901559980","2011-2012","Chronically Absent Students","Percent","12.1"
"Plainfield School District","901559980","2012-2013","Chronically Absent Students","Percent","12.1"
"Plainfield School District","901559980","2013-2014","Chronically Absent Students","Percent","12.4"
"Plainfield School District","901559980","2014-2015","Chronically Absent Students","Percent","9.6"
"Plainfield School District","901559980","2015-2016","Chronically Absent Students","Percent","12.0"
"Plainfield School District","901559980","2016-2017","Chronically Absent Students","Percent","12.1"
"Plainville School District","900360120","2011-2012","Chronically Absent Students","Percent","10.4"
"Plainville School District","900360120","2012-2013","Chronically Absent Students","Percent","11.2"
"Plainville School District","900360120","2013-2014","Chronically Absent Students","Percent","7.7"
"Plainville School District","900360120","2014-2015","Chronically Absent Students","Percent","8.0"
"Plainville School District","900360120","2015-2016","Chronically Absent Students","Percent","8.2"
"Plainville School District","900360120","2016-2017","Chronically Absent Students","Percent","10.3"
"Plymouth School District","900560750","2011-2012","Chronically Absent Students","Percent","8.6"
"Plymouth School District","900560750","2012-2013","Chronically Absent Students","Percent","9.6"
"Plymouth School District","900560750","2013-2014","Chronically Absent Students","Percent","9.8"
"Plymouth School District","900560750","2014-2015","Chronically Absent Students","Percent","12.5"
"Plymouth School District","900560750","2015-2016","Chronically Absent Students","Percent","11.0"
